date,AMBV4,BTOW3,BVMF3,BRML3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CTIP3,HGTX3,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DASA3,DTEX3,ELET3,ELET6,ELPL4,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,KLBN4,LIGT3,LLXL3,RENT3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,OIBR4,PCAR4,PDGR3,PETR3,PETR4,RDCD3,RSID3,SBSP3,SANB11,CSNA3,CRUZ3,SUZB5,VIVT4,TIMP3,TRPL4,UGPA3,USIM3,USIM5,VAGR3,VALE3,VALE5,Dolar PTAX,IBOV,OEX,UKX,DAX
3/2/2012,68.34,10.02,11.54,22.21,31.65,35.06,27.56,15.57,35.14,6.46,13.84,30.6,35.94,31.95,45.02,51.3,44.44,30.79,26.28,18.36,15.83,9.5,17.23,24.01,33.52,12.93,15.65,4.97,18.15,23.35,14.53,11.98,11.17,37.21,8.14,8.7,26.02,3.73,32.5,13.65,62.81,10.41,9.79,14.01,40.95,17.29,7.85,79.38,7.5,26.03,24.7,34.72,10.33,66.07,18.84,17.21,25.98,8.54,49.86,10.25,56.55,39.29,15.89,12.08,0.45,43.22,42.01,1.72,67402,621.72,5911.1,6921.37
3/5/2012,68.56,9.74,11.61,22.26,31.23,34.58,27.5,15.23,34.77,6.51,13.62,30.75,35.29,32.68,46.4,51.69,43.8,30.65,26.55,18.75,16.03,9.42,17.24,24.1,33.61,12.68,15.71,5.11,17.94,23.25,14.53,11.87,11.03,36.62,8.23,8.77,26.14,3.76,31.98,13.6,62.19,10.51,9.66,14.08,40.29,17.2,7.67,79.89,7.48,25.55,24.39,34.65,10.32,66.24,18.46,17.27,26.5,8.64,49.65,10.04,56.42,38.49,16.07,12.47,0.45,42.2,41.17,1.73,67035,619.51,5874.8,6866.46
3/6/2012,68.53,9.48,11.32,22.57,30.62,33.25,27.1,14.46,34.42,6.35,13.63,30.45,34.61,32.47,45.64,51.91,43.14,30.5,26.78,18.05,15.89,9.43,17.14,23.94,33.54,12.3,15.22,4.96,17.18,22.34,13.99,11.38,10.78,35.69,8.05,8.46,25.78,3.68,31.33,13.33,61.34,10.38,9.08,13.61,39.92,16.82,7.59,78.78,7.12,24.55,23.46,34.76,9.99,65.51,17.77,16.63,26.38,8.26,49.36,9.85,56.06,38.36,15.58,12.13,0.43,40.21,39.31,1.76,65193,610.56,5765.8,6633.11
3/7/2012,69.88,9.58,11.55,22.94,30.92,32.56,27.65,14.23,35.03,6.54,14.17,30.21,35.05,33.14,47.05,51.12,42.99,30.87,26.66,18.59,15.83,9.63,17.17,24.09,33.81,12.41,15.05,5.03,16.91,21.94,14.04,11.61,10.89,36.03,8.3,8.68,25.62,3.69,31.41,13.51,63.1,10.94,8.91,14.13,41.15,17.08,7.73,79.87,7.32,24.63,23.56,34.54,10.31,65.96,18.02,16.48,26.26,8.32,49.61,9.93,57.61,38.76,15.42,11.77,0.43,39.64,38.72,1.77,65644,614.43,5791.4,6671.11
3/8/2012,71.53,9.86,11.9,23.73,31.66,32.68,27.97,14.48,35.75,6.88,14.48,30.83,35.27,32.41,48.57,51.08,43.32,31.18,26.82,19.12,15.56,9.86,17.18,24.06,33.95,12.71,14.84,5.21,17.32,22.42,14.63,11.95,11.21,37.25,8.34,8.85,25.59,3.81,33.08,13.89,64.95,11.36,9.31,14.41,41.4,17,7.7,84.7,7.63,24.88,23.83,34.75,11.03,66.58,18.35,16.86,26.59,8.04,51.17,10.29,57.72,39.42,15.91,11.89,0.44,40.28,39.33,1.77,66994,619.95,5859.7,6834.54
3/9/2012,72.79,9.9,12.06,23.87,32.08,32.52,28.03,14.53,36.4,6.72,14.44,31.53,35.64,32.9,48.47,50.36,42.18,31.18,27.3,18.52,15.55,10.07,16.87,23.71,33.73,12.87,15.48,5.25,17.61,22.85,14.71,11.62,11.33,37.91,8.28,8.85,25.62,3.85,33.58,13.82,64.81,11.48,9.2,14.1,40.9,16.89,7.53,85.96,7.47,24.7,23.59,34.66,11.07,66.17,18.39,17.04,27.03,8.08,52.67,10.54,58.13,39.4,16.4,11.98,0.45,40.33,39.23,1.78,67103,621.3,5887.5,6880.21
3/12/2012,74.17,9.53,12.03,23.91,31.9,32.24,27.67,14.51,36.82,6.59,14.12,31.64,35.97,32.06,47.29,50.3,42.58,31.26,27.7,18.12,15.21,10.02,16.79,23.68,33.65,13.11,15.46,5.24,17.73,23.04,14.33,11.36,11.17,37.47,8.09,8.91,25.56,3.78,33.39,13.72,63.6,11.36,8.9,13.77,40.38,16.66,7.43,83.84,7.3,24.41,23.16,34.44,10.72,66.36,18.19,17.04,27.38,8.06,52.45,10.4,58.02,39.36,16.65,12.01,0.44,39.83,38.65,1.82,66324,622.22,5892.8,6901.35
3/13/2012,74.23,9.85,12.17,23.92,32.39,33.19,28.35,14.57,37.3,6.81,14.33,32.33,36.24,31.22,47.78,49.96,43.04,32.14,27.68,18.9,15.42,10.47,17,23.9,33.83,13.16,15.45,5.3,18.35,23.9,14.68,12.2,11.26,37.78,8.18,9.33,25.91,3.94,33.7,13.85,63.5,11.96,9.26,13.98,40.86,16.92,7.58,83.18,7.4,24.86,23.7,34.32,11.06,67.28,18.38,17.43,27.68,8.14,53.68,10.26,58.83,39.9,17.32,12.46,0.45,41.04,39.67,1.81,67437,633.89,5955.9,6995.91
3/14/2012,74.73,9.73,12.11,23.8,32.42,33.36,28.21,14.83,37.82,6.55,14.35,32.83,36.02,31.63,48.08,49.95,43.96,32.48,27.48,18.7,15.71,10.87,16.9,23.56,34.32,13.46,15.48,5.3,18.95,24.35,14.82,12.57,11.29,37.91,8.15,9.35,26.04,4.02,33.63,13.76,64.31,12.39,9.57,14.12,41.31,17.02,7.7,83.36,7.3,25.54,24.43,34.36,10.88,67.77,18.48,18.06,27.46,8.2,53.32,10.47,59.26,40.26,17.82,13.05,0.45,41.34,40.14,1.81,68271,633.86,5945.4,7079.42
3/15/2012,73.56,9.64,11.9,23.31,32.42,33.77,27.66,14.63,37.89,6.39,14.35,32.72,35.73,31.45,47.34,49.46,43.39,33.08,27.21,17.95,15.48,10.91,16.34,22.58,34.62,13.68,15.13,5.19,18.96,24.3,15.01,12.39,11.29,37.81,8.01,9.04,26.03,3.96,32.98,13.3,62.8,11.88,9.7,13.62,40.76,17.08,7.72,82.31,7.05,24.96,24.13,34.31,10.52,68.16,18.21,18.34,27.3,8.11,52.67,10.53,59.91,39.86,17.95,13.45,0.44,41.71,40.53,1.8,67825,637.31,5940.7,7144.45
3/16/2012,73.35,9.67,11.8,23.19,32.78,34.13,27.98,14.81,38.05,6.37,14.4,32.27,35.17,31.53,47.06,49.99,43.21,33.34,26.82,17.84,15.33,11.17,16.27,22.11,34.58,13.65,14.97,5.13,18.99,24.26,14.91,12.3,11.39,38.23,8.19,8.87,25.82,4,33.77,13.39,62.89,11.5,9.55,13.86,40.14,16.98,7.86,85.18,7.01,24.67,23.73,34.31,10.42,67.5,18.28,18.4,27.06,8.13,53.6,10.83,59.3,39.7,18.4,13.39,0.45,41.83,40.56,1.8,67787,637.85,5965.6,7157.82
3/19/2012,73.85,9.48,11.84,23.21,32.58,34.31,27.73,14.89,37.78,6.24,14.53,32.44,35.24,31.65,46.96,49.91,43.23,33.1,26.86,17.6,14.93,10.97,16.3,22.11,34.85,13.73,15.17,5.11,19.09,24.4,14.61,12.35,11.38,38.18,8.36,8.62,25.81,3.93,33.9,13.53,62.43,11.71,9.6,13.52,39.72,17.14,8.06,84.78,6.74,24.97,24.09,34.38,10.24,67.59,18.16,18.42,26.88,8.19,54.17,11.04,59.55,39.61,18.98,13.5,0.45,42.07,40.95,1.81,67898,641.11,5961.1,7154.22
3/20/2012,74.79,9.11,11.6,23.03,32.05,33.59,27.56,14.48,37.39,6.1,14.48,32.54,35.52,31.37,46.45,49.9,42.73,32.85,26.53,17.63,14.77,10.74,16.2,21.93,34.77,13.53,14.87,5.01,18.58,23.78,14.4,12.33,11.18,37.49,8.15,8.3,26.14,3.91,33.43,13.45,61.55,11.58,9.28,13.56,38.86,16.99,8.02,83.53,6.69,24.63,23.93,34.34,10.11,67.44,17.83,18.15,26.84,8.13,53.91,10.9,59.38,39.05,18.71,13.42,0.44,41.22,40.16,1.83,67003,639.89,5891.4,7054.94
3/21/2012,75.38,8.95,11.55,22.79,32.02,33.67,27.33,14.38,36.67,6.07,14.63,32.67,35.51,31.41,46.03,49.35,42.82,33.51,26.66,17.8,14.67,10.61,16.04,21.7,34.77,14.04,14.79,4.99,18.29,23.48,14.18,12.91,11.11,37.35,8.17,8.5,26.09,3.98,33.42,13.41,61.13,11.46,9.22,13.64,38.81,17.13,8.2,83.66,6.67,24.58,23.95,34.34,10.05,67.62,17.54,17.76,26.68,8.13,54.1,11.18,58.77,39.72,19.02,13.29,0.44,41.33,40.34,1.83,67032,637.9,5892,7071.32
3/22/2012,75.89,8.98,11.38,22.44,31.81,33.15,26.38,14.17,36.4,5.93,14.8,32.3,35.44,31.27,45.32,49.24,42.96,33.49,26.45,17.35,14.44,10.46,15.92,21.77,34.88,13.91,14.61,4.83,17.84,22.93,13.69,12.95,10.79,36.38,7.79,8.2,25.8,3.88,32.24,13.17,60.54,11.01,8.88,13.36,39.34,16.99,8.24,82.45,6.33,24.14,23.59,34.31,9.78,67.83,17.06,17.19,26.51,8.18,53.11,11.12,58.58,39.72,18.97,12.85,0.43,40.52,39.71,1.83,65862,633.77,5845.7,6981.26
3/23/2012,76.38,9.05,11.49,22.67,32.22,32.99,26.23,14.08,35.63,6.01,14.76,31.97,35.73,31.04,46.03,49.28,43.09,33.05,26.26,17.08,14.6,10.76,15.97,21.89,34.78,14,14.61,4.82,18.16,23.41,13.44,13.1,10.66,35.99,7.63,8.28,25.66,3.75,32.2,13.46,62.16,10.76,9.04,13.41,39.84,16.36,8.39,82.21,6.47,24.23,23.59,34.47,9.91,67.39,16.96,17.22,26.61,8.2,52.74,11.04,58.46,39.52,19.71,13.17,0.44,40.57,39.59,1.82,65891,635.57,5854.9,6995.62
3/26/2012,78.75,9,11.58,23.13,32.66,33.32,26.68,14.12,36.73,6.06,14.94,32.77,35.37,31.01,47.7,49.8,43.67,33.77,26.46,17.33,14.83,11.04,15.96,22.03,34.9,14.36,14.67,4.85,18.6,23.88,12.92,13.07,10.79,36.35,7.87,8.3,25.82,3.74,32.84,13.76,63.83,10.99,9.3,13.38,40.74,15.94,8.41,85.2,6.43,24.62,23.86,34.55,10.06,68.71,17.13,17.4,27.14,8.28,53.82,11.28,58.35,39.59,20.19,13.04,0.45,40.98,39.93,1.81,66473,644.38,5902.7,7079.23
3/27/2012,78.6,8.79,11.7,23.7,32.57,33.61,26.79,14.33,37.05,5.98,15.32,34.01,34.7,31.04,48.19,50.64,42.75,33.75,26.52,17.27,15.1,10.99,16.11,22.05,34.85,14.36,14.58,4.8,18.49,23.74,13.06,12.99,10.87,36.7,7.86,8.26,25.88,3.71,33.46,13.81,64.32,11.53,9.47,12.89,41.56,15.64,8.28,86.75,6.11,24.39,23.73,34.71,9.95,68.22,17.11,17.24,27.67,8.14,54.56,11.33,58.99,39.76,20.35,12.46,0.45,41.49,40.36,1.81,66554,642.41,5869.6,7078.9
3/28/2012,76.12,8.35,11.25,23.43,31.91,33.03,26.27,13.96,36.94,5.81,15.25,33.8,33.99,30.76,47.32,50.82,41.88,33.29,26.33,16.67,15.1,10.69,16.14,21.97,34.42,14.3,14.41,4.59,17.75,22.86,12.59,12.64,10.58,35.69,7.74,8.05,25.46,3.62,33.16,13.61,62.32,11.56,9.1,12.8,39.62,15.23,8.2,85.59,6.19,23.82,23.16,34.55,9.96,68.89,16.81,16.54,27.4,7.95,53.7,11.35,59.13,39.71,19.83,11.94,0.44,40.73,39.73,1.82,65119,639.98,5809,6998.8
3/29/2012,75.58,8.18,11.03,22.85,31.49,32.93,25.73,13.6,37,5.74,14.68,33.64,34.56,30.43,46.36,50.8,41.01,32.62,26.01,16.26,14.55,10.87,15.93,21.87,34.31,14.41,14.6,4.44,17.58,22.68,12.31,12.66,10.38,35.07,7.58,8.06,25.3,3.41,33.25,13.6,61.12,11.58,8.9,12.58,39.6,15.24,8.28,85.42,6.14,23.74,22.91,34.34,9.78,69.09,16.59,16.35,27,7.71,54.04,11.38,59.49,39.58,20.01,12.03,0.43,40.6,39.56,1.83,64409,638.47,5742,6875.15
3/30/2012,74.92,8.18,10.99,23.12,31.4,33.54,25.56,13.85,36.15,5.74,14.77,33.47,34.93,30.24,46.17,51.21,41.32,32.72,25.94,16.16,14.03,11.2,15.66,21.67,34.45,14.44,14.96,4.39,17.44,22.38,12.33,12.86,10.22,34.6,7.69,8.21,25.05,3.48,33.4,13.52,60.96,11.63,9.1,12.6,39.18,15.37,8.25,85.56,6.21,23.95,23.04,34.26,9.52,69.38,16.59,16.38,27.28,7.77,54.8,11.42,60.22,39.47,20.08,12.1,0.43,41.58,40.26,1.82,64667,640.68,5768.5,6946.83
4/2/2012,75.94,8.23,11.37,24.26,31.67,34.26,25.25,14.25,35.88,5.57,15.09,34.25,35.56,30.3,47.15,52.73,43.23,33.48,26.58,15.65,14.15,11.33,15.88,22.07,34.8,14.56,15.44,4.09,17.91,22.91,12.21,12.87,10.26,34.79,7.73,8.42,24.95,3.47,33.89,13.74,61.78,11.85,9.25,11.96,39.34,15.28,8.13,87.01,5.89,24.17,23.13,34.47,9.33,72.6,16.6,16.7,27.63,8,54.68,11.56,61.25,39.76,20.32,12.38,0.43,42.71,41.18,1.83,65095,645.29,5874.9,7056.65
4/3/2012,76.63,8.19,11.36,24.29,31.57,33.95,25.21,14.45,35.86,5.48,15.41,34.7,35.44,30.49,47.29,52.69,43.11,33.81,26.48,15.92,14.62,11.23,15.43,21.19,34.47,14.55,15.68,4.08,17.66,22.74,11.95,12.67,10.17,34.53,7.74,8.45,24.86,3.46,34.75,13.78,62.22,11.82,9.03,12.13,39.73,14.58,8.03,86.34,5.74,23.57,22.6,34.46,9.32,71.65,16.47,16.45,27.39,7.92,54.26,11.63,61.12,40.36,18.95,12.11,0.42,42.17,40.96,1.83,64649,642.65,5838.3,6982.28
4/4/2012,74.58,8.17,11.12,23.71,30.83,33.36,24.26,13.94,35.33,5.65,15.42,34.32,35.33,29.85,47.18,53.15,42.75,33.77,26.09,16.46,14.87,11.52,15.3,20.82,34.38,15.2,15.19,4.19,17.19,22.21,11.46,12.53,9.95,33.69,7.72,8.36,24.63,3.42,34.22,13.65,61.92,11.79,8.97,12.55,39.73,14.13,7.9,84.94,5.81,22.87,21.77,34.71,9.32,69.79,16.23,16.01,27.58,7.8,54.04,11.46,60.74,40.33,18.48,12.07,0.41,41.16,40.15,1.83,63684,636.19,5703.8,6784.06
4/5/2012,73.93,8.15,10.99,24.01,30.49,33.2,23.56,13.77,35.04,5.79,15.58,35,35.49,29.19,47.8,54.51,43.26,33.67,26.41,16.99,14.93,11.79,15.24,20.81,34.19,15.24,15.14,4.21,17.22,22.37,11.32,12.78,9.72,32.79,7.72,8.3,24.73,3.42,33.81,13.67,62.53,11.99,8.85,13.11,39.56,14.56,7.93,85.71,5.97,22.87,21.78,34.64,9.7,70.89,15.74,16.12,27.31,7.66,54.68,11.6,60.26,40.01,19.03,12.09,0.42,40.98,40.04,1.83,63805,635.84,5723.7,6775.26
4/9/2012,73.82,8.07,10.95,23.71,30.13,32.84,23.43,13.8,34.7,5.64,15.21,35.01,35.35,28.57,46.44,53.23,42.51,33.37,26.33,16.34,14.71,11.71,14.88,20.43,33.95,15.13,14.98,4.09,16.91,21.96,11.11,12.57,9.55,32.13,7.68,8.27,24.72,3.37,33.76,13.55,61.23,12.01,8.76,12.85,39.35,14.22,7.93,85.41,5.56,22.41,21.45,34.25,9.42,71.03,15.41,15.89,27.03,7.37,54.8,11.47,60.38,39.66,18.83,11.82,0.42,40.48,39.54,1.83,62729,629.27,5723.7,6775.26
4/10/2012,74.68,7.98,10.89,24.02,30.02,32.49,23.63,13.48,34.43,5.43,15.07,35.13,35.12,28.69,44.29,53.56,42.36,33.14,26.31,15.77,14.72,11.16,14.61,20.15,33.16,15.16,14.6,4.05,16.61,21.66,11.11,12.31,9.43,31.58,7.57,8.3,24.63,3.34,33.6,13.29,58.75,11.83,8.8,12.6,40.13,13.51,7.86,84.25,5.18,22.04,21.09,34.07,9.08,68.6,15.32,15.71,26.83,7.35,54.61,11.42,60.59,39.46,19.16,11.62,0.4,40,39.18,1.83,61860,619.14,5595.6,6606.43
4/11/2012,76.27,7.9,10.67,23.24,30.61,32.89,24.06,13.38,34.24,5.3,14.95,35.85,34.83,28.88,44.01,53.63,42.88,33.24,25.98,15.75,14.23,11.24,14.53,20.23,31.85,15.6,14.66,4.04,16.85,21.86,10.91,12.16,9.44,31.82,7.21,8.45,23.71,3.23,33.09,13.34,57.49,11.56,8.79,12.43,41.58,13.35,7.59,85.32,5,22.12,21.21,33.99,8.88,68.52,15.54,15.85,26.54,7.43,54.97,11.35,60.64,39.66,18.71,11.56,0.39,40.39,39.62,1.83,61868,623.16,5634.7,6674.73
4/12/2012,77.31,7.91,10.83,23.12,30.89,33.95,24.4,13.63,34.27,5.39,14.81,36.03,34.68,29.34,43.27,54.45,43.23,31.48,25.52,15.91,14.25,11.17,14.66,20.59,31.17,15.79,15.02,4.1,17.25,22.25,10.85,12.13,9.56,32.15,7.27,8.71,23.66,3.23,32.28,13.61,57.22,11.47,8.62,12.51,42.67,13.84,7.45,87.88,4.99,22.62,21.59,33.95,8.87,69.18,16,15.99,26.67,7.53,55.55,11.59,60.66,40.16,16.65,11.28,0.39,41.85,40.83,1.83,62500,631.19,5710.5,6743.24
4/13/2012,78,7.79,10.6,22.53,30.36,34.27,23.97,13.34,33.66,5.26,14.89,35.3,35,29.02,43.7,53.97,43.37,30.93,25.24,15.62,14.03,11.32,14.51,20.43,29.59,15.77,14.8,4.05,17.11,22.11,10.71,12.45,9.44,31.58,7.06,8.72,23.64,3.23,31.41,13.54,56.68,11.28,8.7,12.19,41.82,13.94,7.22,88.27,5.04,22.37,21.5,33.52,8.7,69.27,15.61,15.87,26.93,7.24,55.37,11.51,61.07,40.08,16.8,11.21,0.38,42.54,41.6,1.84,62118,622.64,5651.8,6583.9
4/16/2012,77.63,7.88,10.66,22.49,30.21,34.36,23.68,13.27,33.81,5.17,15.26,35.23,35.35,28.79,43.58,52.04,43.2,31.17,25,15.79,14.21,11.54,14.35,20.03,29.41,15.89,14.88,3.99,17.05,22.09,10.35,12.56,9.33,31.23,7.13,8.63,23.44,3.24,31.38,13.46,56.95,11.13,8.9,12.15,42.14,14,7.28,88.35,5.03,22.15,21.32,32.93,8.75,69.03,15.27,15.71,27,7.23,54.84,11.3,61.29,40.06,16.99,11.26,0.38,42.33,41.48,1.84,61960,622.27,5666.3,6625.19
4/17/2012,78.69,8.03,10.83,22.69,30.35,34.99,23.05,13.6,34.36,5.4,15.47,35.3,35.54,29.35,45.83,50.89,43.19,31.99,24.9,16.69,14.35,11.54,15.19,20.25,28.69,15.97,15.03,4.04,17.41,22.56,11.13,12.54,9.34,31.22,7.42,8.68,23.53,3.23,32.61,13.63,59.54,11.25,9.02,12.93,43.5,13.82,7.57,89.02,5.08,22.2,21.41,32.75,9.03,69.21,15.58,16.08,27.68,7.35,54.25,11.16,61.48,40.77,17.2,11.6,0.38,42.99,41.92,1.85,62710,632.41,5767,6801
4/18/2012,79.79,8.31,10.97,23.21,30.05,35.13,22.91,14.36,34.03,5.47,15.19,36.11,35.62,29.28,45.99,51.32,44.52,32.41,25,17.11,14.23,11.54,15.2,20.36,28.91,15.91,15.32,4.12,17.79,23.1,10.74,12.53,9.24,31.02,7.71,8.72,23.62,3.25,33.89,13.59,60.71,11.4,9.24,12.6,43.09,13.58,7.47,89.01,4.88,22.37,21.4,32.52,8.97,69.86,15.58,16.35,28.05,7.43,53.99,11.03,60.95,41.67,18.05,12.02,0.39,43.55,42.36,1.87,62958,629.83,5745.3,6732.03
4/19/2012,81.16,8.41,10.94,23.56,30.18,35.1,23.3,14.24,34.35,5.37,15.14,36.68,35.27,29.9,45.4,50.33,44.5,32.55,25,17.24,14.01,11.43,14.85,20.33,29.36,16.41,15.36,4.03,17.84,23.22,10.48,12.43,9.28,31.14,8.06,8.76,24,3.24,34.43,13.51,58.81,11.22,9.25,12.38,42.78,13.11,7.91,89.34,4.83,22.27,21.38,32.22,8.87,70.64,15.6,16.24,28.25,7.44,54.05,11.17,60.3,42.28,18.04,11.82,0.39,43.39,42.19,1.89,62843,625.29,5744.6,6671.22
4/20/2012,82.51,8.23,10.98,23.38,30.3,34.96,23.6,14.24,34.88,5.34,15.15,36.97,35.56,29.84,45.55,49.91,44.58,31.96,24.89,16.62,14.24,11.5,14.64,20.31,28.59,16.04,15.77,3.95,17.81,23.13,10.32,12.46,9.54,32,7.78,8.86,24.25,3.24,33.9,13.5,58.69,11.18,9.6,12.01,43.34,13.18,8.08,89.37,4.69,22.32,21.37,32.19,8.71,71.38,15.79,16.15,28.88,7.53,54.04,11.14,60.57,42.2,18.29,11.72,0.39,43.22,42.05,1.88,62889,626.1,5772.2,6750.12
4/23/2012,80.97,7.99,10.54,22.83,29.93,34.51,23.16,13.84,34.3,5.08,14.91,36.69,35,29.94,44.28,49.61,44.49,30.69,24.65,15.86,13.43,11.44,14.78,20.56,27.58,15.83,15.07,3.71,17.18,22.32,9.86,12.05,9.32,31.31,7.27,8.69,24.36,3.15,33.13,13.06,57.92,10.76,9.44,11.31,42.56,12.8,8.27,86.7,4.4,21.88,20.98,32.23,8.27,69.48,15.27,15.74,28.56,7.4,53.77,11.07,59.98,42.23,17.63,11.27,0.37,42.46,41.32,1.89,61288,621.42,5665.6,6523
4/24/2012,80.84,8.13,10.47,22.59,30.21,34.77,23.12,13.83,34.99,5.15,14.93,37.39,34.21,30.27,44.73,51.55,45.2,31.1,24.86,15.81,13.25,11.42,15.03,20.82,28.68,16.21,15.79,3.73,17.27,22.51,10.15,12.18,9.3,31.34,7.12,8.76,24.84,3.21,32.42,13.13,58.44,10.75,9.79,11.37,42.72,13.03,8.81,85.68,4.4,21.89,21,32.19,8.52,70.28,15.5,15.79,28.79,7.49,53.56,11.02,60.68,41.68,17.29,11.13,0.37,42.83,41.66,1.88,61664,624.15,5709.5,6590.41
4/25/2012,81.82,8.2,10.67,23.07,29.6,34.58,22.65,14,35.47,5.22,14.94,37.8,34.39,30.27,44.57,52.09,46.68,31.65,25.4,16.37,13.01,11.59,15.21,21.03,29.08,16.3,15.27,3.84,17.63,22.97,10.15,12.18,8.81,29.56,7.41,8.88,24.48,3.24,32.82,13.35,58.32,10.96,9.74,11.26,44.43,13.46,8.99,84.37,4.49,21.84,20.97,32.1,8.64,71.36,15.34,16.03,29.08,7.26,53.47,11.17,61.04,42.07,18.02,11.37,0.37,42.5,41.33,1.88,61810,632.86,5718.9,6704.5
4/26/2012,81.34,8.2,10.61,23.69,29.49,34.37,22.62,13.69,35.52,5.17,14.91,37.61,35.07,29.68,44.54,54.34,46.48,32.18,25.36,16.67,12.95,11.37,14.88,20.42,29.1,16.26,14.84,3.78,17.71,22.96,10.14,12.15,8.69,29.06,7.57,8.97,24.29,3.21,32.23,13.38,57.95,10.8,9.48,11.29,43.04,13.89,9.07,84.32,4.57,21.95,20.92,31.95,8.36,71.72,15.27,15.99,29.35,7.15,53.25,11,60.24,42.12,18.01,11.14,0.38,42.16,40.99,1.89,61710,636.79,5748.7,6739.9
4/27/2012,81.57,8.4,10.54,23.93,29.81,34.71,22.86,13.65,35.53,5.11,15.02,37.51,35.58,29.5,46.27,55.5,46.63,32.51,25.73,15.81,13.37,11.26,14.88,20.76,29.1,16.22,15.04,3.67,17.7,22.99,10.28,12.19,8.86,29.46,7.62,8.98,24.74,3.23,32.21,13.76,59.98,10.74,9.31,11.14,43.26,13.75,9.45,86.83,4.51,21.92,20.8,32.22,8.14,73.36,15.21,16.04,29.43,7.18,53.66,11.23,60.72,42.71,18.44,11.08,0.38,42.32,41.33,1.89,61930,637.99,5777.1,6801.32
4/30/2012,79.68,8.26,10.44,23.61,30.04,34.63,22.99,13.52,34.47,5.04,14.68,37.48,35.87,29.26,46.4,57.01,47.47,32.35,25.77,15.35,13.59,11.08,14.93,20.94,29.13,16.19,15.21,3.52,17.58,22.84,10.13,12.27,8.9,29.46,7.5,8.98,24.74,3.19,32.38,13.9,60.83,10.61,8.97,10.71,43.04,13.33,9.5,87.86,4.35,22.04,20.83,31.81,7.93,74.37,15.23,16.16,29.31,7.21,53.91,11.26,60.56,42.61,18.19,10.91,0.39,42.32,41.18,1.89,61475,635.45,5737.8,6761.19
5/2/2012,79.61,8.1,10.66,23.91,30.22,35.24,22.58,13.4,33.96,5.07,15.04,36.96,36.14,29.82,47.64,58.21,47.43,32.43,25.83,15.51,13.46,11.15,15.01,21.08,29.32,16.12,15.24,3.59,17.55,22.97,10.07,12.34,8.85,29.34,7.53,9.02,24.71,3.22,32.35,14.06,62.35,10.3,8.79,11.04,42.89,13.73,9.3,89.33,4.39,22.7,21.57,32.23,8.02,74.13,15.37,16.18,29.03,7.26,55.26,11.24,60.56,42.98,18.35,10.91,0.39,42.84,41.66,1.91,62064,637.27,5758.1,6710.77
5/3/2012,80.26,8.11,10.68,23.96,29.66,35.44,22.17,13.58,33.81,5.25,15.2,36.52,35.92,30.07,48.06,57.53,46.42,32.43,25.75,16.06,13.27,11.09,14.91,20.84,29.74,16.18,15.63,3.84,17.27,22.56,10.08,12.27,8.72,28.76,7.49,8.84,25.66,3.18,33.07,14.24,62.94,9.83,8.67,11.68,43.51,13.87,9.32,89.4,4.71,22.29,21.39,32.22,8.39,75.41,15.31,16.07,28.52,7.36,54.7,10.74,62.25,42.76,18.31,10.85,0.39,42.75,41.56,1.93,62110,632.97,5766.6,6694.44
5/4/2012,78.99,7.9,10.52,24.16,29.58,34.55,22.31,13.48,33.81,5.3,15.63,36.09,35.67,30.29,47.78,57.24,46.03,32.71,25.56,16.06,13.43,10.63,14.79,20.6,28.37,15.94,15.6,3.85,16.53,21.49,10.43,12.07,8.65,28.47,7.4,8.73,25.91,3.2,31.94,14.29,62.44,9.83,8.52,11.91,42.59,13.42,9.18,89.01,4.86,21.36,20.44,32.06,8.34,74.46,15.17,15.65,28.25,7.37,54.75,10.68,63.92,41.74,17.85,10.4,0.37,41.43,40.41,1.92,61213,622.73,5655.1,6561.47
5/7/2012,79.42,7.83,10.48,23.83,29.31,34.41,22.38,13.37,33.7,5.22,15.88,35.91,34.93,30.05,47.04,56.35,45.65,32.79,25.48,15.71,13.89,10.7,14.88,20.5,28.28,15.88,15.52,3.91,16.17,21.15,10.8,12.59,8.66,28.53,7.37,8.82,26.18,3.24,31.9,13.95,61.78,9.71,8.38,11.77,41.77,13.89,9.23,87.77,4.9,21.19,20.27,32.06,8.21,74.19,15.46,15.36,27.78,7.33,54.7,10.41,64.46,40.55,17.3,10.15,0.38,41.36,40.25,1.93,60929,623.36,5655.1,6569.48
5/8/2012,78.96,7.66,10.36,23.67,29.19,33.66,22.23,13.16,33.15,5.08,15.96,36.41,35.71,30.35,46.23,56.21,45.76,32,25.44,15.79,13.59,10.71,14.77,20.21,27.84,15.74,15.14,3.81,15.89,20.63,10.71,12.27,8.72,28.65,7.32,8.73,26.09,3.19,31.28,13.61,61.04,9.61,8.19,11.84,42.09,13.68,9.31,85.19,4.84,20.83,19.99,32.03,7.76,74.21,15.52,14.89,27.74,7.16,54.36,10.55,64.57,40.38,16.95,10.08,0.37,40.36,39.43,1.94,60223,620.94,5554.6,6444.74
